Permit Number,Permit Series,Permit Type,Permit Status,Issue Date,Valid To,House Number,On Street,From Street,To Street,Permittee Name,Permit Purpose,Location (WKT) 
S022015345A02,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/20/2016,65,KENNETH PLACE,ELDER AVENUE,WOODVALE AVENUE,JRCRUZ CORP., ,"LINESTRING (926205.7839999944 128495.25740000606, 925940.48260000348 128402.59679999948)"
S022015345A01,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/20/2016,65,KENNETH PLACE,ELDER AVENUE,WOODVALE AVENUE,JRCRUZ CORP., ,"LINESTRING (926205.7839999944 128495.25740000606, 925940.48260000348 128402.59679999948)"
S022015345A00,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/11/2015,03/26/2016,65,NORTH RAILROAD STREET,DRUMGOOLE ROAD EAST,IDA COURT,JRCRUZ CORP., STORAGE AREA,"LINESTRING (932481.53560000658 135540.25300000608, 932000.26039999723 135172.7636000067)"
S022015344A46,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,INNIS STREET,NICHOLAS AVENUE,ST JOSEPHS AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (944798.4824000001 170161.85920000076, 944978.3967999965 170105.41240000725, 945037.53039999306 170088.22740000486)"
S022015344A45,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,04/02/2016,65,INNIS STREET,NICHOLAS AVENUE,ST JOSEPHS AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (944798.4824000001 170161.85920000076, 944978.3967999965 170105.41240000725, 945037.53039999306 170088.22740000486)"
S022015344A44,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,INNIS STREET,ST JOSEPHS AVENUE,TRANTOR PLACE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (944798.4824000001 170161.85920000076, 944622.23939999938 170216.04539999366)"
S022015344A43,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NICHOLAS AVENUE,PORT LANE,RICHMOND TERRACE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945649.93420000374 172369.82039999962, 945559.21899999678 171978.7417999953)"
S022015344A42,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/10/2015,03/19/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A41,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NICHOLAS AVENUE,CASTLETON AVENUE,HARRISON AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945384.57379999757 171367.37839999795, 945319.65260000527 171121.23700000346)"
S022015344A40,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/19/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A39,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A38,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A37,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,04/02/2016,65,NICHOLAS AVENUE,CASTLETON AVENUE,HARRISON AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945384.57379999757 171367.37839999795, 945319.65260000527 171121.23700000346)"
S022015344A36,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,04/02/2016,65,NICHOLAS AVENUE,HATFIELD PLACE,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945129.78419999778 170429.3356000036, 945037.53039999306 170088.22740000486)"
S022015344A35,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NICHOLAS AVENUE,CASTLETON AVENUE,CHARLES AVENUE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945319.65260000527 171121.23700000346, 945206.60819999874 170710.43420000374)"
S022015344A34,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,BAYONNE BRIDGE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943941.85680000484 170464.5258000046, 943966.83720000088 170459.0665999949)"
S022015344A33,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,BAYONNE BRIDGE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943941.85680000484 170464.5258000046, 943966.83720000088 170459.0665999949)"
S022015344A32,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,BAYONNE BRIDGE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943941.85680000484 170464.5258000046, 943966.83720000088 170459.0665999949)"
S022015344A31,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NICHOLAS AVENUE,HATFIELD PLACE,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945129.78419999778 170429.3356000036, 945037.53039999306 170088.22740000486)"
S022015344A30,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943966.83720000088 170459.0665999949, 943985.18359999359 170455.40180000663, 944023.19200000167 170447.80660000443)"
S022015344A29,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,GRANITE AVENUE,WINANT STREET,PORT AUTHORITY OF NY & NJ, Bayonne Bridge,"LINESTRING (943718.9537999928 171652.21699999273, 943450.8111999929 171598.49660000205)"
S022015344A28,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943966.83720000088 170459.0665999949, 943985.18359999359 170455.40180000663, 944023.19200000167 170447.80660000443)"
S022015344A27,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,EATON PLACE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943966.83720000088 170459.0665999949, 943985.18359999359 170455.40180000663, 944023.19200000167 170447.80660000443)"
S022015344A26,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,WINANT STREET,PORT AUTHORITY OF NY & NJ, Bayonne Bridge,"LINESTRING (944067.30279999971 171733.34860000014, 943718.9537999928 171652.21699999273)"
S022015344A25,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,WINANT STREET,PORT AUTHORITY OF NY & NJ, Bayonne Bridege,"LINESTRING (944067.30279999971 171733.34860000014, 943718.9537999928 171652.21699999273)"
S022015344A24,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,04/02/2016,65,MORNINGSTAR ROAD,INNIS STREET,KALVER PLACE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (943771.95900000632 170502.84600000083, 943609.24600000679 169827.24040000141)"
S022015344A23,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,MORNINGSTAR ROAD,INNIS STREET,KALVER PLACE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (943771.95900000632 170502.84600000083, 943609.24600000679 169827.24040000141)"
S022015344A22,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/29/2016,65,RICHMOND TERRACE,NICHOLAS AVENUE,PORT LANE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","LINESTRING (945782.7947999984 172364.40379999578, 945649.93420000374 172369.82039999962)"
S022015344A21,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NICHOLAS AVENUE,BLACKFORD AVENUE,INNIS STREET,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures
","MULTILINESTRING ((944978.3967999965 170105.41240000725, 944952.58980000019 169993.31280000508), (945037.53039999306 170088.22740000486, 945006.54299999774 169964.01819999516))"
S022015344A20,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/18/2016,65,INNIS STREET,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943771.95900000632 170502.84600000083)"
S022015344A19,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,02/29/2016,65,INNIS STREET,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943771.95900000632 170502.84600000083)"
S022015344A18,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,WINANT STREET,PORT AUTHORITY OF NY & NJ, Full Sidewalk Closure,"LINESTRING (944067.30279999971 171733.34860000014, 943718.9537999928 171652.21699999273)"
S022015344A17,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/19/2016,65,INNIS STREET,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (943921.51459999382 170469.114199996, 943771.95900000632 170502.84600000083)"
S022015344A16,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,WINANT STREET,PORT AUTHORITY OF NY & NJ, Bayonne Bridge,"LINESTRING (944067.30279999971 171733.34860000014, 943718.9537999928 171652.21699999273)"
S022015344A15,BUILDING OPERATION PERMIT,PLACE MATERIAL ON STREET,ACTIVE,12/10/2015,03/21/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,WINANT STREET,PORT AUTHORITY OF NY & NJ, Bayonne Bridge,"LINESTRING (944067.30279999971 171733.34860000014, 943718.9537999928 171652.21699999273)"
S022015344A14,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, BARRIERS ON  STREET,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A13,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, on Street/Sidewalk,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A12,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/21/2016,65,WILLOWBROOK PARKWAY,BAYONNE BRDG APPROACH,BAYONNE BRIDGE ENTRANCE,PORT AUTHORITY OF NY & NJ, TEMP MARKINGS,"LINESTRING (943882.32279999554 170026.91519999504, 943877.61480000615 169999.87119999528)"
S022015344A11,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,NEWARK AVENUE,BAYONNE BRIDGE,BAYONNE BRIDGE APPROACH,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944086.05279999971 170947.31360000372, 944066.28579999506 170937.11339999735, 944051.71320000291 170929.59420000017)"
S022015344A10,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/30/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A09,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/10/2015,03/17/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944362.09180000424 171914.63519999385, 944300.30400000513 171876.63760000467, 944067.30279999971 171733.34860000014)"
S022015344A08,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,NEWARK AVENUE,RICHMOND TERRACE,,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,POINT (944480.92730000615 171989.31949999928)
S022015344A07,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, *,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A06,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,INNIS STREET,JOHN STREET,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944394.84479999542 170846.83480000496, 944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A05,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, FOR BARRIER,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A04,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,EATON PLACE,INNIS STREET,JOHN STREET,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944394.84479999542 170846.83480000496, 944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A03,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,WILLOWBROOK PARKWAY,BAYONNE BRDG APPROACH,BAYONNE BRIDGE ENTRANCE,PORT AUTHORITY OF NY & NJ, TEMP MARKINGS,"LINESTRING (943882.32279999554 170026.91519999504, 943877.61480000615 169999.87119999528)"
S022015344A02,BUILDING OPERATION PERMIT,OCCUPANCY OF ROADWAY AS STIPULATED,ACTIVE,12/10/2015,03/21/2016,65,NEWARK AVENUE,RICHMOND TERRACE,,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,POINT (944480.92730000615 171989.31949999928)
S022015344A01,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/10/2015,03/30/2016,65,EATON PLACE,BEND,INNIS STREET,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944288.35359999537 170895.85780000687, 944124.09399999678 170820.89640000463, 944094.49439999461 170749.31859999895, 944069.45180000365 170675.76880000532, 944049.14659999311 170600.69359999895, 944033.7037999928 170524.54539999366, 944023.19200000167 170447.80660000443)"
S022015344A00,BUILDING OPERATION PERMIT,CROSSING SIDEWALK,ACTIVE,12/10/2015,03/17/2016,65,RICHMOND TERRACE,MORNINGSTAR ROAD,BAYONNE BRIDGE,PORT AUTHORITY OF NY & NJ, BAYONNE BRIDGE,"LINESTRING (944362.09180000424 171914.63519999385, 944300.30400000513 171876.63760000467, 944067.30279999971 171733.34860000014)"
S022015341A02,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,12/07/2015,03/03/2016,40,WETMORE ROAD,BEND,DEAD END,CONSOLIDATED EDISON, SE15027628,"LINESTRING (958893.76880000532 162131.84260000288, 958988.85719999671 162281.60279999673)"
S022015341A01,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,12/07/2015,03/05/2016,40,FLAGG COURT,BEND,COPPERFLAGG LANE,CONSOLIDATED EDISON, se15026684,"LINESTRING (954130.14659999311 153307.25100000203, 954412.35400000215 153569.76019999385)"
S022015341A00,BUILDING OPERATION PERMIT,SHUNTS - STREETS ONLY,ACTIVE,12/07/2015,03/05/2016,40,ILYSSA WAY,ARTHUR KILL ROAD,EMILY LANE,CONSOLIDATED EDISON, se15027707,"LINESTRING (932218.04860000312 144827.68819999695, 932238.77699999511 144657.983799994, 932233.02240000665 144594.6834000051, 932253.75720000267 144417.42640000582, 932282.98620000482 144346.36040000618, 932326.0339999944 144002.210800007, 932316.7295999974 143942.38799999654, 932328.73420000076 143834.684799999)"
S022015338A00,BUILDING OPERATION PERMIT,TEMP. CONST. SIGNS/MARKINGS,ACTIVE,12/04/2015,03/02/2016,40,INNIS STREET,JOHN STREET,TRANTOR PLACE,PORT AUTHORITY OF NY & NJ," AKB-264.039, Bayonne Bridge: Replacement of Main Span Roadway and Approach Structures","LINESTRING (944622.23939999938 170216.04539999366, 944242.15479999781 170333.98479999602)"
S022015334A43,BUILDING OPERATION PERMIT,SHUNTS- OVERHEAD ONLY,ACTIVE,11/30/2015,02/27/2016,65,WOODLAWN AVENUE,FAYETTE AVENUE,LESLIE AVENUE,CONSOLIDATED EDISON, SE15022926,"LINESTRING (961207.08759999275 158002.44820000231, 961312.35580000281 157776.76940000057)"
S022015334A42,BUILDING OPERATION PERMIT,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV,ACTIVE,11/30/2015,02/27/2016,65,ARTHUR KILL ROAD,BARNARD AVENUE,LION STREET,"JOHN P.PICONE, INC.", ,"LINESTRING (917295.04420000315 127692.13899999857, 917278.318599999 127663.3463999927, 917256.87819999456 127637.29000000656, 917231.48459999263 127615.07220000029, 917203.21040000021 127597.48039999604, 916532.46379999816 127279.61020000279)"
S022015334A41,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,11/30/2015,02/27/2016,65,ELLIS STREET,ARTHUR KILL ROAD,WEIR LANE,"JOHN P.PICONE, INC.", ,"LINESTRING (917369.752000004 127980.91140000522, 916555.68539999425 127397.60539999604, 916408.95999999344 127333.40940000117)"
S022015334A40,BUILDING OPERATION PERMIT,OCCUPANCY OF SIDEWALK AS STIPULATED,ACTIVE,11/30/2015,02/26/2016,65,ARTHUR KILL ROAD,BARNARD AVENUE,LION STREET,"JOHN P.PICONE, INC.", ,"LINESTRING (917295.04420000315 127692.13899999857, 917278.318599999 127663.3463999927, 917256.87819999456 127637.29000000656, 917231.48459999263 127615.07220000029, 917203.21040000021 127597.48039999604, 916532.46379999816 127279.61020000279)"
